SampleName,Phase_PSF,SampleNr,Accession,Domestication,Cat_treatment,Soil_conditioning,TreatmentNr,PlantNr,Batch,Table,Block_n,Block_g,Rows,Cols,plots,InductionNr_CP,InductionNr_FP,Caterpillar_biomass_Sample,Leaf_Damage_Sample,GSL_leaf_analyis,C_N_Determination,Leave_samples_left_over_after_GSL_analysis,Rhizosphere_Sample,Rhizoplane_Sample,Root_GSL_Sample,Root_samples_left_over_after_GSL_analysis,Root_biomass,Bulk_Soil_Sample,Top_Soil_Sample,Caterpillar_Microbe_Sample,Phylosphere_Sample,Glycerol_Stock,DNA_rhizosphere,DNA_rhizoplane,DNA_top_soil,DNA_Caterpillar,Note,L_GSL_Leaf_weight_mg,L_Total_GSL,L_Total_Aliphatic,L_Total_Indol,L_Progoitrin,L_Glucoraphanin,L_Sinigrin,L_Gluconapin,L_Glucoerucin,L_Glucobrassicin,L_Methoxy_glucobrassicin,L_Gluconasturtiin ,L_Neoglucobrassicin,L_X3MSOP,L_X5MSOP,L_X4.Pent,L_X4OHI3M,L_Note_GSL,R_GSL_Leaf_weight_mg,R_Total_GSL,R_Total_Aliphatic,R_Total_Indol,R_Progoitrin,R_Glucoraphanin,R_Sinigrin,R_Gluconapin,R_Glucoerucin,R_Glucobrassicin,R_Methoxy_glucobrassicin,R_Neoglucobrassicin,R_Gluconasturtiin,R_X3MSOP,R_X5MSOP,R_X4.Pent,R_X4OHI3M,R_Note_GSL,L_N_content,L_C_content,L_C_N_ratio,L_Note_C_N,Mean_Weight_Cat,Note_Cat_Weight,InductionNr,Survival,Dead,Survival_fraction,Root_Weight,Note_RootBiomass
F052,FP,52,DD,Wild,Mb,Co,3,12,2,3,12,13,6,1,285,0,2,1,1,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.994,,2,2,0,1,0.7948,
F053,FP,53,DD,Wild,Mb,Co,3,13,2,3,13,13,2,4,296,0,2,1,1,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,2,0,2,0,0.7607,
F054,FP,54,DD,Wild,Mb,Co,3,14,2,3,14,14,1,4,316,0,2,1,1,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,2,0,2,0,0.6833,second sample labeld as 54 DD Co14: 0.8681
F055,FP,55,DD,Wild,Mb,Co,3,15,2,3,15,14,3,3,347,0,2,1,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,AG biomass cut off before rhizosphere collection. No clue whch plant is which,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.638,,2,1,1,0.5,,
F056,FP,56,DD,Wild,Mb,Co,3,16,2,4,16,15,3,4,372,0,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,2,0,2,0,,
F057,FP,57,DD,Wild,Mb,Co,3,17,2,4,17,15,2,3,391,0,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,1.1455,,2,2,0,1,,
F058,FP,58,DD,Wild,Mb,Co,3,18,2,4,18,15,5,1,425,0,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,1.116,,2,1,1,0.5,,
F059,FP,59,DD,Wild,Mb,Co,3,19,2,4,19,16,5,3,451,0,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,1.0245,,2,2,0,1,,
F060,FP,60,DD,Wild,Mb,Co,3,20,2,4,20,16,1,2,458,0,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,11.342,,2,1,1,0.5,,
F061,FP,61,DD,Wild,Mb,Mb,4,1,1,1,1,9,1,3,3,8,2,1,1,0,0,1,0,0,0,,1,0,0,0,0,1,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,2.3265,,2,2,0,1,,
F062,FP,62,DD,Wild,Mb,Mb,4,2,1,1,2,9,3,2,34,8,2,1,1,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,1.018,,2,1,1,0.5,0.4699,
F063,FP,63,DD,Wild,Mb,Mb,4,3,1,1,3,9,6,1,69,8,2,1,1,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,2,0,2,0,0.4706,"sample was wet when wanted to weigh, put in the oven for 2 days and weighed after"
F064,FP,64,DD,Wild,Mb,Mb,4,4,1,1,4,10,4,2,86,8,2,1,1,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,2,0,2,0,0.8261,
F065,FP,65,DD,Wild,Mb,Mb,4,5,1,1,5,10,1,2,98,8,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,Plant had (nearly) no damage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,2,0,2,0,,
F066,FP,66,DD,Wild,Mb,Mb,4,6,1,2,6,11,5,2,138,8,2,1,1,0,0,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.48,,2,1,1,0.5,,
F067,FP,67,DD,Wild,Mb,Mb,4,7,1,2,7,11,4,1,157,8,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,2.036,,2,2,0,1,,
F068,FP,68,DD,Wild,Mb,Mb,4,8,1,2,8,11,1,4,172,8,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,2.2775,,2,2,0,1,,
F069,FP,69,DD,Wild,Mb,Mb,4,9,1,2,9,12,5,4,212,8,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.854,,2,1,1,0.5,,
F070,FP,70,DD,Wild,Mb,Mb,4,10,1,2,10,12,5,1,233,8,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,1.121,,2,1,1,0.5,,
F071,FP,71,DD,Wild,Mb,Mb,4,11,2,3,11,13,3,4,252,8,2,1,1,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.667,,2,1,1,0.5,0.8558,
F072,FP,72,DD,Wild,Mb,Mb,4,12,2,3,12,13,2,1,269,8,2,1,1,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,3.515,,2,2,0,1,0.8283,
F073,FP,73,DD,Wild,Mb,Mb,4,13,2,3,13,13,4,3,303,8,2,1,1,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,2.3145,,2,2,0,1,0.7802,
F074,FP,74,DD,Wild,Mb,Mb,4,14,2,3,14,14,2,3,319,8,2,1,1,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,8.815,,2,1,1,0.5,0.989,
F075,FP,75,DD,Wild,Mb,Mb,4,15,2,3,15,14,6,4,360,8,2,1,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,AG biomass cut off before rhizosphere collection. No clue whch plant is which,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,2,0,2,0,,
F076,FP,76,DD,Wild,Mb,Mb,4,16,2,4,16,15,3,1,369,8,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,2,0,2,0,,
F077,FP,77,DD,Wild,Mb,Mb,4,17,2,4,17,15,4,4,400,8,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,plant heavily damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,2,0,2,0,,
F078,FP,78,DD,Wild,Mb,Mb,4,18,2,4,18,15,2,2,414,8,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,1.877,,2,1,1,0.5,,
F079,FP,79,DD,Wild,Mb,Mb,4,19,2,4,19,16,3,3,443,8,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.59,,2,2,0,1,,
F080,FP,80,DD,Wild,Mb,Mb,4,20,2,4,20,16,6,2,478,8,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.6145,,2,2,0,1,,
F081,FP,81,GO1,Cultivated,Mb,Co,5,1,1,1,1,9,4,1,13,0,2,1,1,1,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,plant heavily damaged,5.2,0.03,0,0.03,0,0,0,0,0,0.03,0,0,0,NA,NA,NA,NA,plant heavily damaged,,,,,,,,,,,,,,,,,,,2.56,37.76,14.73,,20.42,,2,2,0,1,0.0938,
F082,FP,82,GO1,Cultivated,Mb,Co,5,2,1,1,2,9,3,3,35,0,2,1,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,plant heavily damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,20.2475,,2,2,0,1,0.1603,
F083,FP,83,GO1,Cultivated,Mb,Co,5,5,1,1,5,10,3,1,105,0,2,1,1,1,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,number of caterpillar found in tubes did not equal number of caterpillar written down.,4.9,0.5,0.44,0.07,0.44,0,0,0,0,0.04,0.01,0,0.02,NA,NA,NA,NA,number of caterpillar found in tubes did not equal number of caterpillar written down.,,,,,,,,,,,,,,,,,,,3.18,38.66,12.14,,11.088,,2,2,0,1,0.1433,
F084,FP,84,GO1,Cultivated,Mb,Co,5,6,1,2,6,11,1,2,122,0,2,1,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,plant heavily damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,22.2855,,2,2,0,1,0.2032,
F085,FP,85,GO1,Cultivated,Mb,Co,5,7,1,2,7,11,2,4,152,0,2,1,1,1,1,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,number of caterpillar found in tubes did not equal number of caterpillar written down.,5.2,0.05,0,0.04,0,0,0,0,0,0.02,0.01,0,0.01,NA,NA,NA,NA,number of caterpillar found in tubes did not equal number of caterpillar written down.,,,,,,,,,,,,,,,,,,,3.68,40.23,10.94,,12.807,,2,1,1,0.5,,
F086,FP,86,GO1,Cultivated,Mb,Co,5,3,1,1,3,9,2,2,54,0,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,number of caterpillar found in tubes did not equal number of caterpillar written down.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,13.444,,2,1,1,0.5,,
F087,FP,87,GO1,Cultivated,Mb,Co,5,4,1,1,4,10,1,3,75,0,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,11.2625,,2,2,0,1,,
F088,FP,88,GO1,Cultivated,Mb,Co,5,8,1,2,8,11,6,1,189,0,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,6.966,,2,1,1,0.5,,
F089,FP,89,GO1,Cultivated,Mb,Co,5,9,1,2,9,12,2,3,199,0,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,21.1985,,2,2,0,1,,
F090,FP,90,GO1,Cultivated,Mb,Co,5,10,1,2,10,12,5,4,236,0,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,15.7995,,2,2,0,1,,
F091,FP,91,GO1,Cultivated,Mb,Co,5,11,2,3,11,13,4,3,255,0,2,1,1,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,small plant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,24.3455,,2,2,0,1,,
F092,FP,92,GO1,Cultivated,Mb,Co,5,12,2,3,12,13,6,2,286,0,2,1,1,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,2.08,39.35,18.87,,19.4205,,2,2,0,1,0.3754,
F093,FP,93,GO1,Cultivated,Mb,Co,5,13,2,3,13,13,5,3,307,0,1,1,1,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,plant was small and only infested with 1 caterpillar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,3.32,39.8,11.98,,6.205,,1,1,0,1,0.2484,
F094,FP,94,GO1,Cultivated,Mb,Co,5,14,2,3,14,14,3,2,322,0,2,1,1,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,small plant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,4.7275,,2,2,0,1,0.303,
F095,FP,95,GO1,Cultivated,Mb,Co,5,15,2,3,15,14,6,3,359,0,1,1,1,1,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,plant was small and only infested with 1 caterpillar,9,0.19,0.17,0.02,0,0,0.13,0,0.04,0,0.01,0,0.01,NA,NA,NA,NA,plant was small and only infested with 1 caterpillar,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,8.81,,1,1,0,1,,
F096,FP,96,GO1,Cultivated,Mb,Co,5,16,2,4,16,15,1,4,364,0,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,12.51075,,4,4,0,1,,
F097,FP,97,GO1,Cultivated,Mb,Co,5,17,2,4,17,15,6,4,408,0,2,1,1,1,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,8.3,0.05,0.02,0.03,0,0,0.02,0,0,0,0.02,0,0.01,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,10.233,,2,1,1,0.5,,
F098,FP,98,GO1,Cultivated,Mb,Co,5,18,2,4,18,15,1,1,409,0,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,13.447,,2,2,0,1,,
F099,FP,99,GO1,Cultivated,Mb,Co,5,19,2,4,19,16,4,4,448,0,1,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,plant was small and only infested with 1 caterpillar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,1,0,1,0,,
F100,FP,100,GO1,Cultivated,Mb,Co,5,20,2,4,20,16,5,2,474,0,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,15.3585,,2,2,0,1,,
F101,FP,101,GO1,Cultivated,Mb,Mb,6,1,1,1,1,9,1,4,4,4,2,1,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,"Switched around with E30 before herbivore infestation because plant was very small // plant heavily damaged, 1 cat was stuck in the net",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,12.235,,3,3,0,1,0.1063,
F102,FP,102,GO1,Cultivated,Mb,Mb,6,2,1,1,2,9,2,2,30,4,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,Plant had (nearly) no damage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,2,0,2,0,,
F103,FP,103,GO1,Cultivated,Mb,Mb,6,5,1,1,5,10,5,3,115,4,2,1,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,7.7,0.15,0.09,0.07,0,0,0.09,0,0,0.02,0,0,0.05,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,23.36,,2,1,1,0.5,0.1481,
F104,FP,104,GO1,Cultivated,Mb,Mb,6,6,1,2,6,11,3,3,131,4,2,1,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,7.6,0.07,0,0.06,0,0,0,0,0,0.06,0,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,8.8535,,2,2,0,1,0.2249,
F105,FP,105,GO1,Cultivated,Mb,Mb,6,3,1,1,3,9,4,1,61,4,2,1,1,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,plant heavily damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,20.3385,,2,2,0,1,,
F106,FP,106,GO1,Cultivated,Mb,Mb,6,4,1,1,4,10,1,1,73,4,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,number of caterpillar found in tubes did not equal number of caterpillar written down.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,12.004,,2,1,1,0.5,,
F107,FP,107,GO1,Cultivated,Mb,Mb,6,7,1,2,7,11,6,3,167,4,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,number of caterpillar found in tubes did not equal number of caterpillar written down.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,18.454,,2,2,0,1,,NA
F108,FP,108,GO1,Cultivated,Mb,Mb,6,8,1,2,8,11,5,2,186,4,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,13.5585,,2,2,0,1,,
F109,FP,109,GO1,Cultivated,Mb,Mb,6,9,1,2,9,12,2,4,200,4,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,19.9475,,2,2,0,1,,
F110,FP,110,GO1,Cultivated,Mb,Mb,6,10,1,2,10,12,3,2,226,4,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,18.809,,2,1,1,0.5,,
F111,FP,111,GO1,Cultivated,Mb,Mb,6,11,2,3,11,13,5,1,257,4,1,1,1,0,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,plant was small and only infested with 1 caterpillar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,2.92,38.48,13.18,,NA,NA,1,0,1,0,,
F112,FP,112,GO1,Cultivated,Mb,Mb,6,12,2,3,12,13,4,3,279,4,2,1,1,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,small plant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,8.138,,2,1,1,0.5,0.3724,
F113,FP,113,GO1,Cultivated,Mb,Mb,6,13,2,3,13,13,6,4,312,4,2,1,1,1,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,5.6,0.1,0.03,0.06,0,0,0.03,0,0,0.02,0.02,0,0.02,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,2.8,38.83,13.87,,8.2375,,2,2,0,1,0.4952,
F114,FP,114,GO1,Cultivated,Mb,Mb,6,14,2,3,14,14,1,3,315,4,2,1,1,1,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,small plant,4.2,0.11,0.05,0.06,0,0,0.05,0,0,0.04,0.02,0,0,NA,NA,NA,NA,small plant,,,,,,,,,,,,,,,,,,,2.93,39.81,13.6,,8.854,,2,2,0,1,0.2245,
F115,FP,115,GO1,Cultivated,Mb,Mb,6,15,2,3,15,14,6,1,357,4,2,1,1,1,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,,7.5,0.22,0.15,0.07,0.13,0,0.02,0,0,0.05,0.01,0,0.01,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,12.8485,,2,2,0,1,,
F116,FP,116,GO1,Cultivated,Mb,Mb,6,16,2,4,16,15,5,4,380,4,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,13.818,,2,2,0,1,,
F117,FP,117,GO1,Cultivated,Mb,Mb,6,17,2,4,17,15,4,2,398,4,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,19.382,,2,1,1,0.5,,
F118,FP,118,GO1,Cultivated,Mb,Mb,6,18,2,4,18,15,6,2,430,4,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,small plant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,11.1465,,2,2,0,1,,
F119,FP,119,GO1,Cultivated,Mb,Mb,6,19,2,4,19,16,2,1,437,4,2,1,1,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,One caterpillar added because one caterpillar did not survive infestion the day before.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,6.944,,2,1,1,0.5,,
