SampleName,Phase_PSF,SampleNr,Accession,Domestication,Cat_treatment,Soil_conditioning,TreatmentNr,PlantNr,Batch,Table,Block_n,Block_g,Rows,Cols,plots,InductionNr_CP,InductionNr_FP,Caterpillar_biomass_Sample,Leaf_Damage_Sample,GSL_leaf_analyis,C_N_Determination,Leave_samples_left_over_after_GSL_analysis,Rhizosphere_Sample,Rhizoplane_Sample,Root_GSL_Sample,Root_samples_left_over_after_GSL_analysis,Root_biomass,Bulk_Soil_Sample,Top_Soil_Sample,Caterpillar_Microbe_Sample,Phylosphere_Sample,Glycerol_Stock,DNA_rhizosphere,DNA_rhizoplane,DNA_top_soil,DNA_Caterpillar,Note,L_GSL_Leaf_weight_mg,L_Total_GSL,L_Total_Aliphatic,L_Total_Indol,L_Progoitrin,L_Glucoraphanin,L_Sinigrin,L_Gluconapin,L_Glucoerucin,L_Glucobrassicin,L_Methoxy_glucobrassicin,L_Gluconasturtiin ,L_Neoglucobrassicin,L_X3MSOP,L_X5MSOP,L_X4.Pent,L_X4OHI3M,L_Note_GSL,R_GSL_Leaf_weight_mg,R_Total_GSL,R_Total_Aliphatic,R_Total_Indol,R_Progoitrin,R_Glucoraphanin,R_Sinigrin,R_Gluconapin,R_Glucoerucin,R_Glucobrassicin,R_Methoxy_glucobrassicin,R_Neoglucobrassicin,R_Gluconasturtiin,R_X3MSOP,R_X5MSOP,R_X4.Pent,R_X4OHI3M,R_Note_GSL,L_N_content,L_C_content,L_C_N_ratio,L_Note_C_N,Mean_Weight_Cat,Note_Cat_Weight,InductionNr,Survival,Dead,Survival_fraction,Root_Weight,Note_RootBiomass
C277,CP,277,KI,Wild,Mb,,14,17,2,4,17,7,6,3,407,4,2,,,0,,0,1,,1,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,0.25,0.03,0.19,0.01,0,0.01,0,0.01,0.06,0.05,0.08,0.03,NA,NA,NA,NA,,,,,,0.657,,4,3,,,,
C278,CP,278,KI,Wild,Mb,,14,18,2,4,18,7,4,2,422,4,2,,,0,,0,1,,1,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,1.22,0.61,0.56,0.19,0.01,0.37,0,0.04,0.05,0.51,0,0.05,NA,NA,NA,NA,,,,,,1.893666667,,4,3,,,,
C279,CP,279,KI,Wild,Mb,,14,19,2,4,19,8,5,1,449,4,2,,,0,,0,1,,1,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,0.54,0.11,0.38,0.04,0,0.02,0,0.05,0.06,0.21,0.11,0.05,NA,NA,NA,NA,,,,,,1.801,,4,3,,,,
C280,CP,280,KI,Wild,Mb,,14,20,2,4,20,8,6,4,480,4,2,,,0,,0,0,,0,0,,,,,,,,,,,Roots were rotten so no rhizosphere samples were taken. The AG platn looked fine.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,0.968666667,,4,3,,,,
C281,CP,281,KT,Cultivated,Co,,15,1,1,1,1,1,6,2,22,0,1,,,1,,0,0,,0,0,,,,,,,,,,,,7.4,0.87,0.69,0.18,0,0,0.69,0,0,0.18,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C282,CP,282,KT,Cultivated,Co,,15,2,1,1,2,1,2,3,31,0,1,,,1,,0,0,,0,0,,,,,,,,,,,"Plant was small, infested with Mb?",4.3,2.58,2.56,0.02,0,0,2.56,0,0,0.02,0,0,0,NA,NA,NA,NA,"Plant was small, infested with Mb?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C283,CP,283,KT,Cultivated,Co,,15,3,1,1,3,1,5,1,65,0,1,,,0,,0,0,,0,0,,,,,,,,,,,does not exist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C284,CP,284,KT,Cultivated,Co,,15,4,1,1,4,2,3,1,81,0,1,,,1,,0,0,,0,0,,,,,,,,,,,,7.9,1.01,0.99,0.01,0,0,0.99,0,0,0.01,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C285,CP,285,KT,Cultivated,Co,,15,5,1,1,5,2,4,4,112,0,1,,,0,,1,1,,0,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C286,CP,286,KT,Cultivated,Co,,15,6,1,2,6,3,6,4,144,0,1,,,0,,1,1,,1,0,,,,,,,,,,,"Plant was small, infested with Mb?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,0.14,0.04,0.1,0.02,0,0.02,0,0,0.09,0.01,0,0,NA,NA,NA,NA,"Plant was small, infested with Mb?",,,,,NA,NA,NA,NA,,,,
C287,CP,287,KT,Cultivated,Co,,15,7,1,2,7,3,3,2,154,0,1,,,0,,0,1,,1,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,0.88,0.21,0.5,0.02,0.05,0.11,0,0.03,0.09,0.13,0.28,0.18,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,,,,
C288,CP,288,KT,Cultivated,Co,,15,8,1,2,8,3,5,4,188,0,1,,,0,,0,1,,1,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,1.35,0.17,1.05,0.01,0,0.16,0,0,0.18,0.25,0.62,0.13,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,,,,
C289,CP,289,KT,Cultivated,Co,,15,9,1,2,9,4,1,2,194,0,1,,,0,,0,1,,1,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.19,0.09,0.11,0,0.03,0.06,0,0,0.04,0.02,0.05,0,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,,,,
C290,CP,290,KT,Cultivated,Co,,15,10,1,2,10,4,6,3,239,0,1,,,0,,0,1,,1,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,7.07,0.42,6.65,0,0,0.42,0,0,1.7,2.02,2.93,0,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,,,,
C291,CP,291,KT,Cultivated,Co,,15,11,2,3,11,5,4,1,253,0,1,,,1,,0,0,,0,0,,,,,,,,,,,Some trips damage observed,9.5,1.81,1.73,0.08,0,0,1.73,0,0,0.08,0,0,0,NA,NA,NA,NA,Some trips damage observed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C292,CP,292,KT,Cultivated,Co,,15,12,2,3,12,5,2,2,270,0,1,,,1,,0,0,,0,0,,,,,,,,,,,,9.7,0.9,0.88,0.02,0,0,0.88,0,0,0.02,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C293,CP,293,KT,Cultivated,Co,,15,13,2,3,13,5,1,3,291,0,1,,,0,,0,0,,0,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C294,CP,294,KT,Cultivated,Co,,15,14,2,3,14,6,2,1,317,0,1,,,0,,1,0,,0,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C295,CP,295,KT,Cultivated,Co,,15,15,2,3,15,6,1,4,340,0,1,,,0,,1,1,,0,0,,,,,,,,,,,One leaf broken,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C296,CP,296,KT,Cultivated,Co,,15,16,2,4,16,7,4,2,374,0,1,,,0,,0,1,,0,1,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C297,CP,297,KT,Cultivated,Co,,15,17,2,4,17,7,5,3,403,0,1,,,0,,0,1,,0,1,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C298,CP,298,KT,Cultivated,Co,,15,18,2,4,18,7,2,4,416,0,1,,,0,,0,1,,0,1,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C299,CP,299,KT,Cultivated,Co,,15,19,2,4,19,8,1,1,433,0,1,,,0,,1,1,,0,1,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C300,CP,300,KT,Cultivated,Co,,15,20,2,4,20,8,3,3,467,0,1,,,0,,0,1,,0,0,,,,,,,,,,,does not exist?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C301,CP,301,KT,Cultivated,Mb,,16,1,1,1,1,1,6,4,24,5,1,,,1,,0,0,,0,0,,,,,,,,,,,,5.1,2.69,2.67,0.02,0,0,2.67,0,0,0.02,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,4.5848,,5,5,,,,
C302,CP,302,KT,Cultivated,Mb,,16,2,1,1,2,1,4,2,38,5,1,,,1,,0,0,,0,0,,,,,,,,,,,,11.5,7.8,1.98,5.82,0,0,1.98,0,0,0.55,0,5.27,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,5.7576,,5,5,,,,
C303,CP,303,KT,Cultivated,Mb,,16,3,1,1,3,1,5,2,66,5,1,,,1,,0,0,,0,0,,,,,,,,,,,,7.6,3.58,0.11,3.46,0,0,0.11,0,0,0.56,0,2.9,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,5.6932,,5,5,,,,
C304,CP,304,KT,Cultivated,Mb,,16,4,1,1,4,2,3,3,83,5,1,,,0,,1,0,,0,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,5.6838,,5,5,,,,
C305,CP,305,KT,Cultivated,Mb,,16,5,1,1,5,2,5,1,113,5,1,,,0,,1,1,,0,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,5.3952,,5,5,,,,
C306,CP,306,KT,Cultivated,Mb,,16,6,1,2,6,3,1,4,124,5,1,,,0,,0,1,,1,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,0.54,0.09,0.45,0,0,0.09,0,0,0.11,0.16,0.18,0,NA,NA,NA,NA,,,,,,5.7862,,5,5,,,,
C307,CP,307,KT,Cultivated,Mb,,16,7,1,2,7,3,1,2,146,5,1,,,0,,0,1,,0,1,,,,,,,,,,,"Plant was small, infested with Mb?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,7.068,small pant,5,1,,,,
C308,CP,308,KT,Cultivated,Mb,,16,8,1,2,8,3,3,1,177,5,1,,,0,,0,1,,1,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,0.58,0.23,0.3,0.13,0,0.1,0,0,0.06,0.06,0.18,0.05,NA,NA,NA,NA,,,,,,5.479,,5,3,,,,
C309,CP,309,KT,Cultivated,Mb,,16,9,1,2,9,4,4,4,208,5,1,,,0,,0,1,,1,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,0.16,0.05,0.11,0,0,0.05,0,0,0,0.04,0.07,0,NA,NA,NA,NA,,,,,,4.98725,,5,4,,,,
C310,CP,310,KT,Cultivated,Mb,,16,10,1,2,10,4,5,3,235,5,1,,,0,,0,1,,1,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,0.69,0.21,0.44,0.03,0,0.18,0,0,0,0.11,0.33,0.04,NA,NA,NA,NA,,,,,,5.025,,5,5,,,,
C311,CP,311,KT,Cultivated,Mb,,16,11,2,3,11,5,6,3,263,5,1,,,1,,0,0,,0,0,,,,,,,,,,,,8.5,0.71,0.37,0.35,0,0,0.37,0,0,0.03,0,0.32,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,6.15175,,5,4,,,,
C312,CP,312,KT,Cultivated,Mb,,16,12,2,3,12,5,4,1,277,5,1,,,1,,0,0,,0,0,,,,,,,,,,,,9.3,1.88,1.39,0.49,0,0,1.39,0,0,0.1,0,0.39,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,5.4258,,5,5,,,,
C313,CP,313,KT,Cultivated,Mb,,16,13,2,3,13,5,2,1,293,5,1,,,0,,1,0,,0,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,6.1995,,5,2,,,,
C314,CP,314,KT,Cultivated,Mb,,16,14,2,3,14,6,5,4,332,5,1,,,0,,1,0,,0,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,3.9096,,5,5,,,,
C315,CP,315,KT,Cultivated,Mb,,16,15,2,3,15,6,4,3,351,5,1,,,0,,1,1,,0,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,4.4804,,5,5,,,,
C316,CP,316,KT,Cultivated,Mb,,16,16,2,4,16,7,2,4,368,5,1,,,0,,0,1,,0,1,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,5.89775,,5,4,,,,
C317,CP,317,KT,Cultivated,Mb,,16,17,2,4,17,7,3,2,394,5,1,,,0,,0,1,,0,1,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,4.95025,,5,4,,,,
C318,CP,318,KT,Cultivated,Mb,,16,18,2,4,18,7,6,1,429,5,1,,,0,,0,1,,1,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,0.46,0.1,0.36,0,0,0.1,0,0,0.07,0.11,0.18,0,NA,NA,NA,NA,,,,,,4.2655,,6,6,,,,
C319,CP,319,KT,Cultivated,Mb,,16,19,2,4,19,8,1,3,435,5,1,,,0,,0,1,,0,1,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,4.94575,,5,4,,,,
C320,CP,320,KT,Cultivated,Mb,,16,20,2,4,20,8,2,2,462,5,1,,,0,,0,1,,0,1,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,5.556,,5,5,,,,
C321,CP,321,OH,Wild,Co,,17,1,1,1,1,1,6,3,23,0,2,,,1,,0,0,,0,0,,,,,,,,,,,"Plant was small, infested with Mb?",6.7,12.07,11.01,1.06,0.09,0,2.53,8.39,0,1.06,0,0,0,NA,NA,NA,NA,"Plant was small, infested with Mb?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C322,CP,322,OH,Wild,Co,,17,2,1,1,2,1,5,1,41,0,2,,,0,,0,0,,0,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C323,CP,323,OH,Wild,Co,,17,3,1,1,3,1,3,2,58,0,2,,,1,,0,1,,0,0,,,,,,,,,,,,8,3.14,3.11,0.03,0,0,3.11,0,0,0.03,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C324,CP,324,OH,Wild,Co,,17,4,1,1,4,2,4,3,87,0,2,,,0,,0,0,,0,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C325,CP,325,OH,Wild,Co,,17,5,1,1,5,2,4,1,109,0,2,,,0,,1,0,,0,0,,,,,,,,,,,"Plant was small, infested with Mb?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C326,CP,326,OH,Wild,Co,,17,6,1,2,6,3,2,3,127,0,2,,,0,,1,1,,1,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,1.8,1.63,0.1,1.35,0.04,0.12,0.06,0.06,0.02,0.02,0.06,0.06,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,,,,
C327,CP,327,OH,Wild,Co,,17,7,1,2,7,3,4,2,158,0,2,,,0,,0,1,,1,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.85,0.65,0.15,0.55,0.02,0.01,0.01,0.06,0.03,0.04,0.08,0.05,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,,,,
C328,CP,328,OH,Wild,Co,,17,8,1,2,8,3,2,4,176,0,2,,,0,,0,1,,0,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C329,CP,329,OH,Wild,Co,,17,9,1,2,9,4,2,1,197,0,2,,,0,,0,1,,0,1,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C330,CP,330,OH,Wild,Co,,17,10,1,2,10,4,3,4,228,0,2,,,0,,0,1,,0,1,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C331,CP,331,OH,Wild,Co,,17,11,2,3,11,5,1,4,244,0,2,,,1,,0,0,,0,0,,,,,,,,,,,,11,12.66,11.58,1.09,2.72,0,3.59,5.27,0,1.09,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C332,CP,332,OH,Wild,Co,,17,12,2,3,12,5,5,4,284,0,2,,,1,,0,0,,0,0,,,,,,,,,,,,8.8,2.69,2.58,0.11,0,0,2.37,0.21,0,0.11,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C333,CP,333,OH,Wild,Co,,17,13,2,3,13,5,5,2,306,0,2,,,1,,0,0,,0,0,,,,,,,,,,,,4.6,3.08,2.16,0.92,0.16,0,1.11,0.89,0,0.92,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C334,CP,334,OH,Wild,Co,,17,14,2,3,14,6,6,4,336,0,2,,,0,,1,0,,0,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C335,CP,335,OH,Wild,Co,,17,15,2,3,15,6,6,2,358,0,2,,,0,,1,1,,1,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,0.73,0.61,0.11,0.57,0,0.02,0,0.02,0.05,0.06,0,0.02,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,,,,
C336,CP,336,OH,Wild,Co,,17,16,2,4,16,7,6,1,381,0,2,,,0,,0,1,,1,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,1.39,0.84,0.55,0.72,0,0.1,0,0.02,0.15,0.14,0.26,0,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,,,,
C337,CP,337,OH,Wild,Co,,17,17,2,4,17,7,2,2,390,0,2,,,0,,0,1,,0,1,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C338,CP,338,OH,Wild,Co,,17,18,2,4,18,7,3,3,419,0,2,,,0,,0,1,,1,0,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,0.47,0.07,0.15,0,0,0.05,0.02,0,0.03,0.06,0.06,0.25,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,,,,
C339,CP,339,OH,Wild,Co,,17,19,2,4,19,8,1,2,434,0,2,,,0,,0,1,,0,1,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C340,CP,340,OH,Wild,Co,,17,20,2,4,20,8,1,1,457,0,2,,,0,,0,1,,0,0,,,,,,,,,,,does not exist?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,,,,
C341,CP,341,OH,Wild,Mb,,18,1,1,1,1,1,4,2,14,8,2,,,1,,0,0,,0,0,,,,,,,,,,,,6.4,2.79,1.03,1.76,0.16,0,0.87,0,0,1.76,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,0.1922,,8,5,,,,
C342,CP,342,OH,Wild,Mb,,18,2,1,1,2,1,6,2,46,8,2,,,1,,0,0,,0,0,,,,,,,,,,,,8.9,9.29,1.15,8.13,0,0,1.15,0,0,7.41,0,0.72,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,0.542,,8,7,,,,
