SampleName,SampleNr,Accession,Domestication,Treatment,TreatmentNr,PlantNr,Greenhouse,Table,block_n,Rows,Cols,Plots,Induction.Nr.CP,Induction.Nr.FP,Block_n,Rhizosphere_soil_analysis,GSL_Root_analysis,Root_samples_left_over_after_GSL_analysis,GSL_leaf_analyis,Leave_samples_left_over_after_GSL_analysis,notes_CP,L_GSL_Leaf_weight_mg,L_Total_GSL,L_Total_Aliphatic,L_Total_Indol,L_Progoitrin,L_Glucoraphanin,L_Sinigrin,L_Gluconapin,L_Glucoerucin,L_Glucobrassicin,L_Methoxy_glucobrassicin,L_Neoglucobrassicin,L_Gluconasturtiin,L_X3MSOP,L_X5MSOP,L_X4.Pent,L_X4OHI3M,L_Note_GSL,R_GSL_Leaf_weight_mg,R_Total_GSL,R_Total_Aliphatic,R_Total_Indol,R_Progoitrin,R_Glucoraphanin,R_Sinigrin,R_Gluconapin,R_Glucoerucin,R_Glucobrassicin,R_Methoxy_glucobrassicin,R_Neoglucobrassicin,R_Gluconasturtiin,R_X3MSOP,R_X5MSOP,R_X4.Pent,R_X4OHI3M,R_Note_GSL,Mean_Weight_Cat,Note_Cat_Weight,InductionNr,Survival
C415,415,MC,Cultivated,Co,21,15,2,3,15,1,2,338,0,1,15,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C416,416,MC,Cultivated,Co,21,16,2,4,16,5,3,379,0,1,16,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,0.43,0.3,0.14,0,0,0.3,0,0,0.04,0.05,0.05,0,NA,NA,NA,NA,,NA,NA,NA,NA
C417,417,MC,Cultivated,Co,21,17,2,4,17,5,2,402,0,1,17,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,0.22,0.17,0.06,0.03,0,0.14,0,0,0,0.02,0.04,0,NA,NA,NA,NA,Sample 417 and 418 pooled,NA,NA,NA,NA
C418,418,MC,Cultivated,Co,21,18,2,4,18,3,1,417,0,1,18,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C419,419,MC,Cultivated,Co,21,19,2,4,19,6,2,454,0,1,19,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,0.13,0.05,0.08,0,0,0.05,0,0,0.02,0.03,0.03,0,NA,NA,NA,NA,,NA,NA,NA,NA
C420,420,MC,Cultivated,Co,21,20,2,4,20,6,1,477,0,1,20,1,0,1,0,0,does not exist?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C421,421,MC,Cultivated,Mb,22,1,1,1,1,5,1,17,4,1,1,0,0,0,0,0,Plant was to small to infest with Mb;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.837,small pant,4,1
C422,422,MC,Cultivated,Mb,22,2,1,1,2,6,1,45,4,1,2,0,0,0,1,0,,8.9,0.03,0,0.03,0,0,0,0,0,0.02,0.01,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7085,,4,4
C423,423,MC,Cultivated,Mb,22,3,1,1,3,1,1,49,4,1,3,0,0,0,1,0,,10.3,0.11,0.02,0.08,0,0,0.02,0,0,0.07,0.01,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3365,,4,2
C424,424,MC,Cultivated,Mb,22,4,1,1,4,1,4,76,4,1,4,0,0,0,0,1,Plant was to small to infest with Mb?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.371,,4,3
C425,425,MC,Cultivated,Mb,22,5,1,1,5,4,2,110,4,1,5,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.901,,4,3
C426,426,MC,Cultivated,Mb,22,6,1,2,6,5,4,140,4,1,6,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.291,,4,4
C427,427,MC,Cultivated,Mb,22,7,1,2,7,6,4,168,4,1,7,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.146333333,,4,3
C428,428,MC,Cultivated,Mb,22,8,1,2,8,1,2,170,4,1,8,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3,0.05,0.02,0.02,0,0,0.02,0,0,0.01,0,0.01,0,NA,NA,NA,NA,one cat too much introduced,4.8612,,5,5
C429,429,MC,Cultivated,Mb,22,9,1,2,9,4,3,207,4,1,9,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.584,,4,3
C430,430,MC,Cultivated,Mb,22,10,1,2,10,2,1,221,4,1,10,1,0,1,0,0,Plant was to small to infest with Mb?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8025,,4,4
C431,431,MC,Cultivated,Mb,22,11,2,3,11,6,2,262,4,1,11,0,0,0,1,0,,6.4,0.21,0.02,0.18,0,0,0.02,0,0,0.02,0.01,0.15,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49375,,4,4
C432,432,MC,Cultivated,Mb,22,12,2,3,12,5,3,283,4,1,12,0,0,0,1,0,,9.8,0.18,0.02,0.14,0,0,0.02,0,0,0.02,0.02,0.1,0.02,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9565,,4,2
C433,433,MC,Cultivated,Mb,22,13,2,3,13,3,3,299,4,1,13,0,0,0,1,0,,13.6,0.89,0.04,0.78,0,0.02,0.02,0,0,0.02,0.01,0.75,0.07,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.286333333,,4,3
C434,434,MC,Cultivated,Mb,22,14,2,3,14,4,4,328,4,1,14,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09375,,4,4
C435,435,MC,Cultivated,Mb,22,15,2,3,15,3,4,348,4,1,15,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4435,,4,2
C436,436,MC,Cultivated,Mb,22,16,2,4,16,1,3,363,4,1,16,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.08,0.04,0.05,0,0,0.04,0,0,0.01,0.02,0.02,0,NA,NA,NA,NA,,3.082,,4,4
C437,437,MC,Cultivated,Mb,22,17,2,4,17,3,1,393,4,1,17,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,0.22,0.07,0.15,0,0,0.07,0,0,0.03,0.08,0.04,0,NA,NA,NA,NA,,5.558333333,,4,3
C438,438,MC,Cultivated,Mb,22,18,2,4,18,2,3,415,4,1,18,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,0.31,0.2,0.11,0.11,0,0.09,0,0,0.03,0.03,0.05,0,NA,NA,NA,NA,,4.86775,,4,4
C439,439,MC,Cultivated,Mb,22,19,2,4,19,2,2,438,4,1,19,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 cat fell during collection,5.395,,4,4
C440,440,MC,Cultivated,Mb,22,20,2,4,20,3,2,466,4,1,20,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.27,0.06,0.21,0,0,0.05,0,0.01,0.03,0.13,0.05,0,NA,NA,NA,NA,,6.0575,,4,4
Blank1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BlankDNAExtraxtion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blank2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BlankDNAExtraxtion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blank3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BlankDNAExtraxtion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blank4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BlankDNAExtraxtion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blank5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BlankDNAExtraxtion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blank6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BlankDNAExtraxtion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C321,321,OH,Wild,Co,17,1,1,1,1,6,3,23,0,2,1,0,0,0,1,0,"Plant was small, infested with Mb?",6.7,12.07,11.01,1.06,0.09,0,2.53,8.39,0,1.06,0,0,0,NA,NA,NA,NA,"Plant was small, infested with Mb?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C322,322,OH,Wild,Co,17,2,1,1,2,5,1,41,0,2,2,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C323,323,OH,Wild,Co,17,3,1,1,3,3,2,58,0,2,3,1,0,0,1,0,,8,3.14,3.11,0.03,0,0,3.11,0,0,0.03,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C324,324,OH,Wild,Co,17,4,1,1,4,4,3,87,0,2,4,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C325,325,OH,Wild,Co,17,5,1,1,5,4,1,109,0,2,5,0,0,0,0,1,"Plant was small, infested with Mb?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C326,326,OH,Wild,Co,17,6,1,2,6,2,3,127,0,2,6,1,1,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,1.8,1.63,0.1,1.35,0.04,0.12,0.06,0.06,0.02,0.02,0.06,0.06,NA,NA,NA,NA,,NA,NA,NA,NA
C327,327,OH,Wild,Co,17,7,1,2,7,4,2,158,0,2,7,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.85,0.65,0.15,0.55,0.02,0.01,0.01,0.06,0.03,0.04,0.08,0.05,NA,NA,NA,NA,,NA,NA,NA,NA
C328,328,OH,Wild,Co,17,8,1,2,8,2,4,176,0,2,8,1,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C329,329,OH,Wild,Co,17,9,1,2,9,2,1,197,0,2,9,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C330,330,OH,Wild,Co,17,10,1,2,10,3,4,228,0,2,10,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C331,331,OH,Wild,Co,17,11,2,3,11,1,4,244,0,2,11,0,0,0,1,0,,11,12.66,11.58,1.09,2.72,0,3.59,5.27,0,1.09,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C332,332,OH,Wild,Co,17,12,2,3,12,5,4,284,0,2,12,0,0,0,1,0,,8.8,2.69,2.58,0.11,0,0,2.37,0.21,0,0.11,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C333,333,OH,Wild,Co,17,13,2,3,13,5,2,306,0,2,13,0,0,0,1,0,,4.6,3.08,2.16,0.92,0.16,0,1.11,0.89,0,0.92,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C334,334,OH,Wild,Co,17,14,2,3,14,6,4,336,0,2,14,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C335,335,OH,Wild,Co,17,15,2,3,15,6,2,358,0,2,15,1,1,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,0.73,0.61,0.11,0.57,0,0.02,0,0.02,0.05,0.06,0,0.02,NA,NA,NA,NA,,NA,NA,NA,NA
C336,336,OH,Wild,Co,17,16,2,4,16,6,1,381,0,2,16,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,1.39,0.84,0.55,0.72,0,0.1,0,0.02,0.15,0.14,0.26,0,NA,NA,NA,NA,,NA,NA,NA,NA
C337,337,OH,Wild,Co,17,17,2,4,17,2,2,390,0,2,17,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C338,338,OH,Wild,Co,17,18,2,4,18,3,3,419,0,2,18,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,0.47,0.07,0.15,0,0,0.05,0.02,0,0.03,0.06,0.06,0.25,NA,NA,NA,NA,,NA,NA,NA,NA
C339,339,OH,Wild,Co,17,19,2,4,19,1,2,434,0,2,19,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C340,340,OH,Wild,Co,17,20,2,4,20,1,1,457,0,2,20,1,0,0,0,0,does not exist?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C341,341,OH,Wild,Mb,18,1,1,1,1,4,2,14,8,2,1,0,0,0,1,0,,6.4,2.79,1.03,1.76,0.16,0,0.87,0,0,1.76,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1922,,8,5
C342,342,OH,Wild,Mb,18,2,1,1,2,6,2,46,8,2,2,0,0,0,1,0,,8.9,9.29,1.15,8.13,0,0,1.15,0,0,7.41,0,0.72,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.542,,8,7
C343,343,OH,Wild,Mb,18,3,1,1,3,5,4,68,8,2,3,0,0,0,1,0,,9.3,1.75,1.66,0.08,0,0,1.66,0,0,0.08,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229666667,,8,3
C344,344,OH,Wild,Mb,18,4,1,1,4,2,1,77,8,2,4,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276857143,,8,7
C345,345,OH,Wild,Mb,18,5,1,1,5,1,4,100,8,2,5,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.044,,8,7
C346,346,OH,Wild,Mb,18,6,1,2,6,3,2,130,8,2,6,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1985,,8,2
C347,347,OH,Wild,Mb,18,7,1,2,7,5,3,163,8,2,7,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.637,,8,2
C348,348,OH,Wild,Mb,18,8,1,2,8,6,3,191,8,2,8,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.7,0.42,0.24,0.2,0,0.13,0.03,0.06,0.05,0.09,0.1,0.04,NA,NA,NA,NA,,0.342,"caterpillar f = nearly dead, weird colour",8,7
C349,349,OH,Wild,Mb,18,9,1,2,9,3,3,203,8,2,9,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,1.35,0.6,0.61,0.25,0.04,0.03,0.12,0.16,0,0.38,0.23,0.14,NA,NA,NA,NA,,0.42425,,8,4
C350,350,OH,Wild,Mb,18,10,1,2,10,1,3,219,8,2,10,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.635428571,,8,7
C351,351,OH,Wild,Mb,18,11,2,3,11,6,1,261,8,2,11,0,0,0,1,0,,6.5,13.18,7.53,5.64,0,0,5.02,2.51,0,5.53,0,0.11,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188666667,,8,4
C352,352,OH,Wild,Mb,18,12,2,3,12,5,2,282,8,2,12,0,0,0,1,0,,8.5,7.74,3.81,3.93,0.1,0,1.73,1.98,0,3.93,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3328,,8,6
C353,353,OH,Wild,Mb,18,13,2,3,13,1,2,290,8,2,13,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.490142857,,8,7
C354,354,OH,Wild,Mb,18,14,2,3,14,1,1,313,8,2,14,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.497714286,,8,7
C355,355,OH,Wild,Mb,18,15,2,3,15,2,2,342,8,2,15,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093666667,,8,3
C356,356,OH,Wild,Mb,18,16,2,4,16,2,3,367,8,2,16,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,0.28,0.11,0.11,0.07,0,0.02,0,0.02,0.02,0.03,0.06,0.05,NA,NA,NA,NA,,0.228,,8,3
C357,357,OH,Wild,Mb,18,17,2,4,17,2,4,392,8,2,17,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,1.14,0.34,0.47,0.07,0.01,0.14,0.03,0.09,0.06,0.22,0.19,0.34,NA,NA,NA,NA,,0.231166667,,8,6
C358,358,OH,Wild,Mb,18,18,2,4,18,4,1,421,8,2,18,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074,,8,1
C359,359,OH,Wild,Mb,18,19,2,4,19,3,4,444,8,2,19,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408142857,,8,7
C360,360,OH,Wild,Mb,18,20,2,4,20,4,4,472,8,2,20,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,1.21,0.54,0.36,0.33,0.03,0,0.01,0.17,0.09,0.21,0.06,0.32,NA,NA,NA,NA,,0.236,,8,4
CE105,E105,OH,Wild,Mb,18,NA,2,4,NA,NA,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214,,8,2
C361,361,RI,Cultivated,Co,19,1,1,1,1,2,3,7,0,1,1,0,0,0,1,0,,10.1,1.74,1.73,0.01,0,0,1.73,0,0,0.01,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C362,362,RI,Cultivated,Co,19,2,1,1,2,3,4,36,0,1,2,0,0,0,1,0,,14.7,0.36,0.36,0,0,0,0.36,0,0,0,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C363,363,RI,Cultivated,Co,19,3,1,1,3,1,2,50,0,1,3,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C364,364,RI,Cultivated,Co,19,4,1,1,4,6,2,94,0,1,4,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
