SampleName,SampleNr,Accession,Soil_conditioning,TreatmentNr,PlantNr,Batch,Table,Block_n,Block_g,Rows,Cols,plots,InductionNr_CP,InductionNr_FP,Caterpillar_biomass_Sample,Leaf_Damage_Sample,Leaf_Disk_GSL_Sample,C_N_Determination,Leftover_GSL_samples,Rhizosphere_Sample,Rhizoplane_Sample,Root_GSL_Sample,Root_biomass,Bulk_Soil_Sample,Top_Soil_Sample,Caterpillar_Microbe_Sample,Phylosphere_Sample,Glycerol_Stock,DNA_rhizosphere,DNA_rhizoplane,DNA_top_soil,DNA_Caterpillar,Note_FP,GSL_Leaf_weight_mg,Total_GSL,Total_Aliphatic,Total_Indol,Progoitrin,Glucoraphanin,Sinigrin,Gluconapin,Glucoerucin,Glucobrassicin,Methoxy_glucobrassicin,Gluconasturtiin ,Neoglucobrassicin,X3MSOP,X5MSOP,X4.Pent,X4OHI3M,Note_GSL,N_content,C_content,C_N_ratio,Note_C_N,Mean_Weight_Cat,Note_Cat_Weight,InductionNr,Survival,Dead,Survival_fraction,LnRR_Survival_PerBatch,LnRR,LnRR_Surv_Dom_PerBatch,LnRR_Surv_Dom,Root_Weight,Note_RootBiomass,Domestication
FE127,E127,KI,Mb,14,E127,1,1,5,2,5,6,NA,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,hole in leaf (mechanical damage) before herbivore infestation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.326,,2,1,1,0.5,0.846153846,0.733333333,0.57360203,0.544463983,0.6587,,Wild
F285,285,KT,Co,15,5,1,1,5,2,4,4,112,0,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.063,,3,3,0,1,,,,,,,Cultivated
F305,305,KT,Mb,16,5,1,1,5,2,5,1,113,5,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0125,,2,2,0,1,1.222222222,1.157894737,0.909370289,0.81729561,,,Cultivated
F405,405,MC,Co,21,5,1,1,5,2,2,4,104,0,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.71,,2,1,1,0.5,,,,,,,Cultivated
F425,425,MC,Mb,22,5,1,1,5,2,4,2,110,4,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,plant heavily damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6235,,2,2,0,1,1.428571429,1.235294118,0.909370289,0.81729561,,,Cultivated
FE139,E139,MC,Mb,22,E139,1,1,5,2,4,7,NA,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.419,,2,1,1,0.5,0.714285714,0.617647059,0.554677506,0.489918939,0.2277,,Cultivated
F325,325,OH,Co,17,5,1,1,5,2,4,1,109,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plant had (nearly) no damage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,,,,,,,Wild
F345,345,OH,Mb,18,5,1,1,5,2,1,4,100,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plant had (nearly) no damage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,0,,,Wild
FE115,E115,OH,Mb,18,E115,1,1,5,2,2,6,NA,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.915,,2,1,1,0.5,0.916666667,0.88,0.57360203,0.544463983,,NA,Wild
F365,365,RI,Co,19,5,1,1,5,2,4,3,111,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,plant severely damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.283,,2,2,0,1,,,,,0.35,,Cultivated
F375,375,RI,Co,19,15,1,1,5,2,3,5,NA,0,2,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,soil very dry during rhizosphere collection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13,,2,1,1,0.5,,,,,,,Cultivated
F376,376,RI,Co,19,16,1,1,5,2,6,5,NA,0,2,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,soil very dry during rhizosphere collection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.617,,2,2,0,1,,,,,,,Cultivated
FE97,E97,RI,Co,19,E97,1,2,5,2,4,5,NA,3,2,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.886,,2,1,1,0.5,,,,,0.4584,,Cultivated
F385,385,RI,Mb,20,5,1,1,5,2,6,2,118,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.467,,3,3,0,1,1.826086957,1.511111111,0.909370289,0.81729561,0.3891,,Cultivated
F394,394,RI,Mb,20,14,1,1,5,2,1,5,NA,3,2,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,soil very dry during rhizosphere collection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.457,,2,1,1,0.5,0.913043478,0.755555556,0.554677506,0.489918939,,,Cultivated
F484,484,RI,S,25,4,1,1,5,2,2,5,NA,NA,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.807,,2,2,0,1,,,,,0.5213,,Cultivated
F485,485,RI,S,25,5,1,1,5,2,4,5,NA,NA,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,soil very dry during rhizosphere collection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5535,,2,2,0,1,,,,,,,Cultivated
CTRL3,U3,Un,S,26,3,1,1,5,2,5,5,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
F445,445,VL,Co,23,5,1,1,5,2,3,3,107,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,plant severely damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.1675,,2,2,0,1,,,,,,,Wild
F465,465,VL,Mb,24,5,1,1,5,2,5,2,114,3,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.801,,2,1,1,0.5,0.55,0.523809524,0.57360203,,,,Wild
F006,6,CD,Co,1,6,1,2,6,3,5,1,137,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.404,,2,1,1,0.5,,,,,,,Cultivated
F026,26,CD,Mb,2,6,1,2,6,3,5,3,139,5,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.076,,2,2,0,1,1.692307692,1.294117647,0.909370289,0.81729561,,,Cultivated
F046,46,DD,Co,3,6,1,2,6,3,6,3,143,0,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.283,,2,1,1,0.5,,,,,,,Wild
F066,66,DD,Mb,4,6,1,2,6,3,5,2,138,8,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,,2,1,1,0.5,0.733333333,0.846153846,0.57360203,0.544463983,,,Wild
F084,84,GO1,Co,5,6,1,2,6,3,1,2,122,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,plant heavily damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2855,,2,2,0,1,,,,,0.2032,,Cultivated
F104,104,GO1,Mb,6,6,1,2,6,3,3,3,131,4,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,7.6,0.07,0,0.06,0,0,0,0,0,0.06,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,8.8535,,2,2,0,1,1.222222222,1.189189189,0.909370289,0.81729561,0.2249,,Cultivated
F126,126,HE,Co,7,6,1,2,6,3,6,1,141,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3865,,2,2,0,1,,,,,,,Wild
F146,146,HE,Mb,8,6,1,2,6,3,3,1,129,6,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.58,,2,1,1,0.5,1,0.75862069,0.57360203,0.544463983,,,Wild
F166,166,HM,Co,9,6,1,2,6,3,4,2,134,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,plant severely damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.9695,,2,2,0,1,,,,,,,Cultivated
F186,186,HM,Mb,10,6,1,2,6,3,4,1,133,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,,,,Cultivated
F204,204,IT1,Co,11,6,1,2,6,3,3,4,132,0,2,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.018,,2,1,1,0.5,,,,,0.4863,,Cultivated
F224,224,IT1,Mb,12,6,1,2,6,3,4,3,135,4,2,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.132,,2,1,1,0.5,0.647058824,0.564102564,0.554677506,0.489918939,0.2566,,Cultivated
F246,246,KI,Co,13,6,1,2,6,3,2,4,128,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.668,,2,2,0,1,,,,,,,Wild
F266,266,KI,Mb,14,6,1,2,6,3,6,2,142,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7315,,2,2,0,1,1.692307692,1.466666667,0.935817154,0.895013333,,,Wild
F286,286,KT,Co,15,6,1,2,6,3,6,4,144,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,One caterpillar added because one caterpillar did not survive infestion the day before.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2605,,2,2,0,1,,,,,,,Cultivated
F306,306,KT,Mb,16,6,1,2,6,3,1,4,124,5,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5075,,2,2,0,1,1.222222222,1.157894737,0.909370289,0.81729561,,,Cultivated
F406,406,MC,Co,21,6,1,2,6,3,1,1,121,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Could also have been in row 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.968,,2,2,0,1,,,,,,,Cultivated
F426,426,MC,Mb,22,6,1,2,6,3,5,4,140,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8365,,2,2,0,1,1.428571429,1.235294118,0.909370289,0.81729561,,,Cultivated
F326,326,OH,Co,17,6,1,2,6,3,2,3,127,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4395,,2,2,0,1,,,,,,,Wild
F346,346,OH,Mb,18,6,1,2,6,3,3,2,130,8,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4255,,2,2,0,1,1.833333333,1.76,0.935817154,0.895013333,,,Wild
F366,366,RI,Co,19,6,1,2,6,3,2,1,125,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.474,,2,2,0,1,,,,,0.4642,,Cultivated
F377,377,RI,Co,19,17,1,2,6,3,2,5,NA,0,2,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,soil was relatively wet duyring rhizosphere collection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.557,,2,1,1,0.5,,,,,,,Cultivated
F378,378,RI,Co,19,18,1,2,6,3,4,5,NA,0,2,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,,,,,,,Cultivated
F386,386,RI,Mb,20,6,1,2,6,3,4,4,136,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.281,,2,2,0,1,1.826086957,1.511111111,0.909370289,0.81729561,0.3721,,Cultivated
F395,395,RI,Mb,20,15,1,2,6,3,1,5,NA,3,2,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,soil was relatively wet duyring rhizosphere collection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.334,,2,1,1,0.5,0.913043478,0.755555556,0.554677506,0.489918939,,,Cultivated
F396,396,RI,Mb,20,16,1,2,6,3,5,5,NA,3,2,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,0,,,Cultivated
F486,486,RI,S,25,6,1,2,6,3,6,5,NA,NA,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7185,,2,2,0,1,,,,,,,Cultivated
CTRL4,U4,Un,S,26,4,1,2,6,3,3,5,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
F446,446,VL,Co,23,6,1,2,6,3,1,3,123,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,plant severely damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.233,,2,2,0,1,,,,,,,Wild
F466,466,VL,Mb,24,6,1,2,6,3,2,2,126,3,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,plant severely damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.479,,2,2,0,1,1.1,1.047619048,0.935817154,,,,Wild
F007,7,CD,Co,1,7,1,2,7,3,3,4,156,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7415,,2,2,0,1,,,,,,,Cultivated
F027,27,CD,Mb,2,7,1,2,7,3,2,1,149,5,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,One caterpillar added because one caterpillar did not survive infestion the day before.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.998,,2,2,0,1,1.692307692,1.294117647,0.909370289,0.81729561,,,Cultivated
F047,47,DD,Co,3,7,1,2,7,3,5,4,164,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5255,,2,2,0,1,,,,,,,Wild
F067,67,DD,Mb,4,7,1,2,7,3,4,1,157,8,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.036,,2,2,0,1,1.466666667,1.692307692,0.935817154,0.895013333,,,Wild
F085,85,GO1,Co,5,7,1,2,7,3,2,4,152,0,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,number of caterpillar found in tubes did not equal number of caterpillar written down.,5.2,0.05,0,0.04,0,0,0,0,0,0.02,0.01,0,0.01,NA,NA,NA,NA,number of caterpillar found in tubes did not equal number of caterpillar written down.,3.68,40.23,10.94,,12.807,,2,1,1,0.5,,,,,,,Cultivated
F107,107,GO1,Mb,6,7,1,2,7,3,6,3,167,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,number of caterpillar found in tubes did not equal number of caterpillar written down.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.454,,2,2,0,1,1.222222222,1.189189189,0.909370289,0.81729561,,NA,Cultivated
F127,127,HE,Co,7,7,1,2,7,3,6,2,166,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.353,,2,1,1,0.5,,,,,,,Wild
F147,147,HE,Mb,8,7,1,2,7,3,6,1,165,6,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,0,,,Wild
F167,167,HM,Co,9,7,1,2,7,3,1,4,148,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,star (2 cat were found later on),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.06266667,,3,3,0,1,,,,,,,Cultivated
F187,187,HM,Mb,10,7,1,2,7,3,4,3,159,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4265,,2,2,0,1,1.692307692,1.294117647,0.909370289,,,,Cultivated
F205,205,IT1,Co,11,7,1,2,7,3,1,1,145,0,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4295,,2,2,0,1,,,,,,,Cultivated
F225,225,IT1,Mb,12,7,1,2,7,3,2,2,150,4,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0425,,2,2,0,1,1.294117647,1.128205128,0.909370289,0.81729561,,,Cultivated
F247,247,KI,Co,13,7,1,2,7,3,3,3,155,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.793,,2,2,0,1,,,,,,,Wild
F267,267,KI,Mb,14,7,1,2,7,3,2,3,151,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7325,,2,2,0,1,1.692307692,1.466666667,0.935817154,0.895013333,,,Wild
F287,287,KT,Co,15,7,1,2,7,3,3,2,154,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.936,,2,1,1,0.5,,,,,,,Cultivated
F307,307,KT,Mb,16,7,1,2,7,3,1,2,146,5,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.886,,2,2,0,1,1.222222222,1.157894737,0.909370289,0.81729561,,,Cultivated
F407,407,MC,Co,21,7,1,2,7,3,4,4,160,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.374,,2,2,0,1,,,,,,,Cultivated
F427,427,MC,Mb,22,7,1,2,7,3,6,4,168,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,leaf broke when putting sand in pots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.271,,2,2,0,1,1.428571429,1.235294118,0.909370289,0.81729561,,,Cultivated
F327,327,OH,Co,17,7,1,2,7,3,4,2,158,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.888,,2,2,0,1,,,,,,,Wild
F347,347,OH,Mb,18,7,1,2,7,3,5,3,163,8,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,0,,,Wild
F367,367,RI,Co,19,7,1,2,7,3,1,3,147,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.029,,2,1,1,0.5,,,,,0.4445,,Cultivated
F387,387,RI,Mb,20,7,1,2,7,3,5,2,162,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,plant severely damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.025,,2,1,1,0.5,0.913043478,0.755555556,0.554677506,0.489918939,0.2661,,Cultivated
F447,447,VL,Co,23,7,1,2,7,3,5,1,161,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.0115,,2,2,0,1,,,,,,,Wild
F467,467,VL,Mb,24,7,1,2,7,3,3,1,153,3,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,plant severely damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.92,,2,2,0,1,1.1,1.047619048,0.935817154,,,,Wild
F008,8,CD,Co,1,8,1,2,8,3,5,3,187,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6935,,2,2,0,1,,,,,,,Cultivated
F028,28,CD,Mb,2,8,1,2,8,3,4,2,182,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plant had (nearly) no damage // little bit of trips damage observed during caterpillar infestation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,0,,,Cultivated
