SampleName,SampleNr,Accession,Soil_conditioning,TreatmentNr,PlantNr,Batch,Table,Block_n,Block_g,Rows,Cols,plots,InductionNr_CP,InductionNr_FP,Caterpillar_biomass_Sample,Leaf_Damage_Sample,Leaf_Disk_GSL_Sample,C_N_Determination,Leftover_GSL_samples,Rhizosphere_Sample,Rhizoplane_Sample,Root_GSL_Sample,Root_biomass,Bulk_Soil_Sample,Top_Soil_Sample,Caterpillar_Microbe_Sample,Phylosphere_Sample,Glycerol_Stock,DNA_rhizosphere,DNA_rhizoplane,DNA_top_soil,DNA_Caterpillar,Note_FP,GSL_Leaf_weight_mg,Total_GSL,Total_Aliphatic,Total_Indol,Progoitrin,Glucoraphanin,Sinigrin,Gluconapin,Glucoerucin,Glucobrassicin,Methoxy_glucobrassicin,Gluconasturtiin ,Neoglucobrassicin,X3MSOP,X5MSOP,X4.Pent,X4OHI3M,Note_GSL,N_content,C_content,C_N_ratio,Note_C_N,Mean_Weight_Cat,Note_Cat_Weight,InductionNr,Survival,Dead,Survival_fraction,LnRR_Survival_PerBatch,LnRR,LnRR_Surv_Dom_PerBatch,LnRR_Surv_Dom,Root_Weight,Note_RootBiomass,Domestication
F063,63,DD,Mb,4,3,1,1,3,1,6,1,69,8,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,0,0.4706,"sample was wet when wanted to weigh, put in the oven for 2 days and weighed after",Wild
F086,86,GO1,Co,5,3,1,1,3,1,2,2,54,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,number of caterpillar found in tubes did not equal number of caterpillar written down.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.444,,2,1,1,0.5,,,,,,,Cultivated
F105,105,GO1,Mb,6,3,1,1,3,1,4,1,61,4,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,plant heavily damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3385,,2,2,0,1,1.222222222,1.189189189,0.909370289,0.81729561,,,Cultivated
F123,123,HE,Co,7,3,1,1,3,1,1,3,51,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.813,,2,1,1,0.5,,,,,1.0718,,Wild
F143,143,HE,Mb,8,3,1,1,3,1,3,4,60,6,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.456,,2,1,1,0.5,1,0.75862069,0.57360203,0.544463983,0.6381,,Wild
F163,163,HM,Co,9,3,1,1,3,1,4,3,63,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"plant severely damaged, number of caterpillar found in tubes did not equal number of caterpillar written down.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.359,,2,1,1,0.5,,,,,0.8082,,Cultivated
F183,183,HM,Mb,10,3,1,1,3,1,2,3,55,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,plant severely damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.772,,2,2,0,1,1.692307692,1.294117647,0.909370289,,0.6375,,Cultivated
F206,206,IT1,Co,11,3,1,1,3,1,6,4,72,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.594,,2,2,0,1,,,,,,,Cultivated
F226,226,IT1,Mb,12,3,1,1,3,1,3,1,57,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,One caterpillar added because one caterpillar did not survive infestion the day before.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3145,,2,2,0,1,1.294117647,1.128205128,0.909370289,0.81729561,,,Cultivated
F243,243,KI,Co,13,3,1,1,3,1,6,2,70,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plant had (nearly) no damage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,,,,,,,Wild
F263,263,KI,Mb,14,3,1,1,3,1,5,3,67,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plant had (nearly) no damage // little bit of trips damage observed during caterpillar infestation and plant had curled leaves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,0,,,Wild
F283,283,KT,Co,15,3,1,1,3,1,5,1,65,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.88866667,,3,3,0,1,,,,,0.2379,"wet when wanted to weight, put in oven for one day. There was a bit of mld on.",Cultivated
F303,303,KT,Mb,16,3,1,1,3,1,5,2,66,5,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.049,,2,2,0,1,1.222222222,1.157894737,0.909370289,0.81729561,0.1636,,Cultivated
F403,403,MC,Co,21,3,1,1,3,1,4,2,62,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4195,,2,2,0,1,,,,,0.2083,,Cultivated
F423,423,MC,Mb,22,3,1,1,3,1,1,1,49,4,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.604,,2,2,0,1,1.428571429,1.235294118,0.909370289,0.81729561,0.3263,,Cultivated
F323,323,OH,Co,17,3,1,1,3,1,3,2,58,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plant had (nearly) no damage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,,,,,,,Wild
F343,343,OH,Mb,18,3,1,1,3,1,5,4,68,8,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.169,,2,2,0,1,1.833333333,1.76,0.935817154,0.895013333,,,Wild
F363,363,RI,Co,19,3,1,1,3,1,1,2,50,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.465,,2,2,0,1,,,,,0.3389,,Cultivated
F373,373,RI,Co,19,13,1,1,3,1,5,5,NA,0,2,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.764,,2,1,1,0.5,,,,,,,Cultivated
F374,374,RI,Co,19,14,1,1,3,1,2,5,NA,0,2,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.753,,2,1,1,0.5,,,,,,,Cultivated
F383,383,RI,Mb,20,3,1,1,3,1,1,4,52,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.396,,2,1,1,0.5,0.913043478,0.755555556,0.554677506,0.489918939,0.4402,,Cultivated
F393,393,RI,Mb,20,13,1,1,3,1,6,5,NA,3,2,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,soil very dry during rhizosphere collection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.253,,2,1,1,0.5,0.913043478,0.755555556,0.554677506,0.489918939,,,Cultivated
F482,482,RI,S,25,2,1,1,3,1,1,5,NA,NA,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7415,,2,2,0,1,,,,,0.3566,,Cultivated
F483,483,RI,S,25,3,1,1,3,1,4,5,NA,NA,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,plant severely damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8955,,2,2,0,1,,,,,0.3697,,Cultivated
CTRL2,U2,Un,S,26,2,1,1,3,1,3,5,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
F443,443,VL,Co,23,3,1,1,3,1,2,4,56,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.03133333,,3,3,0,1,,,,,0.6887,,Wild
F463,463,VL,Mb,24,3,1,1,3,1,2,1,53,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.635,,2,1,1,0.5,0.55,0.523809524,0.57360203,,0.9438,,Wild
F004,4,CD,Co,1,4,1,1,4,2,2,3,79,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.972,,2,1,1,0.5,,,,,0.9276,,Cultivated
F024,24,CD,Mb,2,4,1,1,4,2,5,2,90,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9675,,2,2,0,1,1.692307692,1.294117647,0.909370289,0.81729561,0.866,,Cultivated
F044,44,DD,Co,3,4,1,1,4,2,3,2,82,0,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,One caterpillar added because one caterpillar did not survive infestion the day before.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.193,,2,1,1,0.5,,,,,,,Wild
F064,64,DD,Mb,4,4,1,1,4,2,4,2,86,8,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,0,0.8261,,Wild
F087,87,GO1,Co,5,4,1,1,4,2,1,3,75,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2625,,2,2,0,1,,,,,,,Cultivated
F106,106,GO1,Mb,6,4,1,1,4,2,1,1,73,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,number of caterpillar found in tubes did not equal number of caterpillar written down.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.004,,2,1,1,0.5,0.611111111,0.594594595,0.554677506,0.489918939,,,Cultivated
F124,124,HE,Co,7,4,1,1,4,2,5,1,89,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,,,,,0.7109,,Wild
F144,144,HE,Mb,8,4,1,1,4,2,6,3,95,6,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.311,,2,2,0,1,2,1.517241379,0.935817154,0.895013333,0.4229,,Wild
F164,164,HM,Co,9,4,1,1,4,2,6,4,96,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.845,,2,1,1,0.5,,,,,1.0287,,Cultivated
F184,184,HM,Mb,10,4,1,1,4,2,5,4,92,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.173,,2,1,1,0.5,0.846153846,0.647058824,0.554677506,,1.1792,,Cultivated
F207,207,IT1,Co,11,4,1,1,4,2,2,2,78,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.641,,2,2,0,1,,,,,,,Cultivated
F227,227,IT1,Mb,12,4,1,1,4,2,3,4,84,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3445,,2,2,0,1,1.294117647,1.128205128,0.909370289,0.81729561,,,Cultivated
F244,244,KI,Co,13,4,1,1,4,2,5,3,91,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,,,,,0.557,,Wild
F264,264,KI,Mb,14,4,1,1,4,2,2,4,80,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plant had (nearly) no damage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,0,,,Wild
F284,284,KT,Co,15,4,1,1,4,2,3,1,81,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2525,,2,2,0,1,,,,,0.1743,,Cultivated
F304,304,KT,Mb,16,4,1,1,4,2,3,3,83,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,plant heavily damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.34466667,,3,3,0,1,1.222222222,1.157894737,0.909370289,0.81729561,0.1705,,Cultivated
F404,404,MC,Co,21,4,1,1,4,2,4,1,85,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.838,,2,1,1,0.5,,,,,0.3015,"molded a bit, may not affect weight much",Cultivated
F424,424,MC,Mb,22,4,1,1,4,2,1,4,76,4,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,One caterpillar added because one caterpillar did not survive infestion the day before.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.353,,2,2,0,1,1.428571429,1.235294118,0.909370289,0.81729561,0.1994,,Cultivated
F324,324,OH,Co,17,4,1,1,4,2,4,3,87,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.312,,2,2,0,1,,,,,,,Wild
F344,344,OH,Mb,18,4,1,1,4,2,2,1,77,8,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1 cat found dead in net,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0.5,0.916666667,0.88,0.57360203,0.544463983,0.8395,,Wild
F364,364,RI,Co,19,4,1,1,4,2,6,2,94,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.924,,2,2,0,1,,,,,0.3984,,Cultivated
F384,384,RI,Mb,20,4,1,1,4,2,1,2,74,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,One caterpillar added because one caterpillar did not survive infestion the day before.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3875,,2,2,0,1,1.826086957,1.511111111,0.909370289,0.81729561,0.3701,,Cultivated
F444,444,VL,Co,23,4,1,1,4,2,6,1,93,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.609,,2,2,0,1,,,,,1.1227,,Wild
F464,464,VL,Mb,24,4,1,1,4,2,4,4,88,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,plant severely damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.82,,2,2,0,1,1.1,1.047619048,0.935817154,,0.7483,,Wild
F005,5,CD,Co,1,5,1,1,5,2,5,4,116,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2945,,2,2,0,1,,,,,,,Cultivated
F025,25,CD,Mb,2,5,1,1,5,2,1,1,97,5,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.865,,2,1,1,0.5,0.846153846,0.647058824,0.554677506,0.489918939,,,Cultivated
FE7,E7,CD,Mb,2,E7,1,1,5,2,1,7,NA,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,leaf broke during herbivore infestation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.288,,2,1,1,0.5,0.846153846,0.647058824,0.554677506,0.489918939,0.6968,,Cultivated
F045,45,DD,Co,3,5,1,1,5,2,2,2,102,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2455,,2,2,0,1,,,,,,,Wild
FE13,E13,DD,Co,3,E13,1,1,5,2,6,6,NA,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,,,,,0.6583,,Wild
F065,65,DD,Mb,4,5,1,1,5,2,1,2,98,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plant had (nearly) no damage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,0,,,Wild
FE19,E19,DD,Mb,4,E19,1,1,5,2,5,7,NA,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.664,,2,1,1,0.5,0.733333333,0.846153846,0.57360203,0.544463983,0.5809,,Wild
F083,83,GO1,Co,5,5,1,1,5,2,3,1,105,0,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,number of caterpillar found in tubes did not equal number of caterpillar written down.,4.9,0.5,0.44,0.07,0.44,0,0,0,0,0.04,0.01,0,0.02,NA,NA,NA,NA,number of caterpillar found in tubes did not equal number of caterpillar written down.,3.18,38.66,12.14,,11.088,,2,2,0,1,,,,,0.1433,,Cultivated
FE25,E25,GO1,Co,5,E25,1,1,5,2,6,2,NA,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.016,,2,1,1,0.5,,,,,0.1447,,Cultivated
F103,103,GO1,Mb,6,5,1,1,5,2,5,3,115,4,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,7.7,0.15,0.09,0.07,0,0,0.09,0,0,0.02,0,0,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,23.36,,2,1,1,0.5,0.611111111,0.594594595,0.554677506,0.489918939,0.1481,,Cultivated
FE31,E31,GO1,Mb,6,E31,1,1,5,2,1,6,NA,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3995,,2,2,0,1,1.222222222,1.189189189,0.909370289,0.81729561,,,Cultivated
F125,125,HE,Co,7,5,1,1,5,2,2,1,101,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.723,,2,1,1,0.5,,,,,,,Wild
FE37,E37,HE,Co,7,E37,1,1,5,2,6,7,NA,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.547,,2,1,1,0.5,,,,,0.6834,,Wild
F145,145,HE,Mb,8,5,1,1,5,2,2,3,103,6,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.481,,2,1,1,0.5,1,0.75862069,0.57360203,0.544463983,,,Wild
F165,165,HM,Co,9,5,1,1,5,2,1,3,99,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,plant severely damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.895,,2,2,0,1,,,,,,,Cultivated
FE49,E49,HM,Co,9,E49,1,1,5,2,3,6,NA,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.881,,2,1,1,0.5,,,,,0.8032,,Cultivated
F185,185,HM,Mb,10,5,1,1,5,2,3,2,106,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,plant severely damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.178,,2,2,0,1,1.692307692,1.294117647,0.909370289,,,,Cultivated
FE55,E55,HM,Mb,10,E55,1,1,5,2,2,7,NA,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Some leaf damage/callus during herbivore infestation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.9925,,2,2,0,1,1.692307692,1.294117647,0.909370289,,0.6529,,Cultivated
F203,203,IT1,Co,11,5,1,1,5,2,6,3,119,0,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.952,,2,2,0,1,,,,,0.5526,,Cultivated
F223,223,IT1,Mb,12,5,1,1,5,2,6,4,120,4,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.463,,2,1,1,0.5,0.647058824,0.564102564,0.554677506,0.489918939,0.4879,,Cultivated
F245,245,KI,Co,13,5,1,1,5,2,3,4,108,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plant had (nearly) no damage // little bit of trips damage observed during caterpillar infestation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,,,,,,,Wild
FE121,E121,KI,Co,13,E121,1,1,5,2,3,7,NA,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6305,,2,2,0,1,,,,,0.2724,labeled as E21 Ki_C1,Wild
F265,265,KI,Mb,14,5,1,1,5,2,6,1,117,4,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2445,,2,2,0,1,1.692307692,1.466666667,0.935817154,0.895013333,,,Wild
